ReferenceDay,Year,Month,Day,Hour,Minute,Second,BMRLabel,PFlux,PArea,PLatitude,PLongitude,PpixelAvgRadius,NFlux,NArea,NLatitude,NLongitude,NpixelAvgRadius,R,LeadingPolarity,DayAfterChrist,FRACYEAR,PlotSize,BMRLatitude,BMRLongitude,BMRArea,BMRFlux,Flux_cut,Tilt_rel,Tilt_abs,HH_23n,AH_23n,HH_23s,AH_23s,HH_24n,AH_24n,HH_24s,AH_24s,Cycle23n,Cycle23s,Cycle24n,Cycle24s,Hale,AntiHale
1651,1997,7,10,1,36,4.01,61,2e+21,9.16e+18,4.2737,80.196,1.1521,-1.92e+21,8.23e+18,4.401,83.948,0.97339,3.7429,-1,730000.0,1997.5,41.701318923986086,4.33735,82.072,8.695e+18,3.92e+21,True,1.948795511047389,-178.0512044889526,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1665,1997,7,24,1,36,3.638,63,5.01e+21,1.92e+19,26.751,-101.28,1.5455,-4.39e+21,2.2e+19,25.327,-108.52,3.2414,6.9328,1,730000.0,1997.6,64.18722614352485,26.039,-104.9,2.06e+19,9.4e+21,True,12.34755844542046,12.34755844542046,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1666,1997,7,25,1,36,3.618,66,5.23e+21,1.33e+19,16.531,-81.10300000000001,1.314,-2.65e+21,6.23e+18,17.605,-83.74700000000001,1.2324,2.7458,1,730000.0,1997.6,44.1927595879687,17.067999999999998,-82.42500000000001,9.765e+18,7.88e+21,True,-23.02147937106041,-23.02147937106041,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1666,1997,7,25,1,36,3.618,67,3.25e+21,1.29e+19,23.509,-170.51,1.3947,-4.75e+21,1.93e+19,23.876,-176.36,1.8017,5.3704,1,730000.0,1997.6,56.74504383644442,23.6925,-173.435,1.61e+19,8e+21,True,-3.919172032268023,-3.919172032268023,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1669,1997,7,28,1,36,3.564,69,3.24e+21,1.77e+19,24.417,151.85,1.7531,-4.11e+21,2.04e+19,25.099,147.12,1.7045,4.3471,1,730000.0,1997.6,61.725197448043865,24.758,149.485,1.905e+19,7.35e+21,True,-9.022129857280657,-9.022129857280657,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1676,1997,8,4,1,36,3.45,70,2.23e+21,1.07e+19,-21.459,68.125,1.2639,-1.85e+21,5.06e+18,-20.26,71.609,0.8632700000000001,3.4694,-1,730000.0,1997.6,39.698866482558415,-20.8595,69.86699999999999,7.88e+18,4.08e+21,True,20.21790829026616,-159.78209170973386,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1679,1997,8,7,1,35,3.402,71,5.11e+21,1.73e+19,18.99,113.17,1.6947,-4.28e+21,1.12e+19,21.428,108.75,1.1954,4.8049,1,730000.0,1997.6,53.38539126015656,20.209,110.96,1.425e+19,9.39e+21,True,-30.4456237983329,-30.4456237983329,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1685,1997,8,13,1,36,3.317,72,5.35e+21,1.73e+19,-20.424,21.425,1.516,-5.94e+21,2.2e+19,-19.602,27.222,1.7189,5.5079,-1,730000.0,1997.6,62.68971207462992,-20.013,24.3235,1.965e+19,1.1290000000000002e+22,True,8.581761520141265,-171.41823847985873,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1685,1997,8,13,1,36,3.317,73,4.9e+21,1.89e+19,25.368,-21.404,1.6192,-3.92e+21,1.79e+19,26.603,-27.076,2.0462,5.2454,1,730000.0,1997.6,60.663003552412405,25.9855,-24.24,1.84e+19,8.82e+21,True,-13.61615176556371,-13.61615176556371,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1686,1997,8,14,1,36,3.305,74,3.44e+21,8.94e+18,14.461,-77.78399999999999,1.2165,-2.59e+21,1.44e+19,18.471,-81.97399999999999,1.4921,5.6757,1,730000.0,1997.6,48.31148931672465,16.466,-79.87899999999999,1.167e+19,6.03e+21,True,-44.94176220350611,-44.94176220350611,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1687,1997,8,15,3,12,3.294,75,6.39e+21,2.74e+19,26.231,-82.54799999999999,1.9862,-6.96e+21,3.31e+19,28.261,-91.567,2.1698,8.2689,1,730000.0,1997.6,77.78174593052023,27.246,-87.0575,3.025e+19,1.335e+22,True,-14.20704853417416,-14.20704853417416,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1702,1997,8,30,1,39,3.252,76,1.99e+22,7.76e+19,22.353,117.06,5.3931,-1.59e+22,6.34e+19,22.62,109.68,3.5947,6.8216,1,730000.0,1997.7,118.74342087037918,22.4865,113.37,7.05e+19,3.58e+22,True,-2.242322168592523,-2.242322168592523,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1706,1997,9,3,1,39,3.2510000000000003,77,1.73e+22,5.42e+19,27.256,110.4,3.1378,-1.56e+22,6.57e+19,30.33,100.66,4.0556,8.773,1,730000.0,1997.7,109.4988584415381,28.793,105.53,5.995e+19,3.29e+22,True,-19.805483326628305,-19.805483326628305,True,False,False,False,False,False,False,False,True,False,False,False,True,False
