ReferenceDay,Year,Month,Day,Hour,Minute,Second,BMRLabel,PFlux,PArea,PLatitude,PLongitude,PpixelAvgRadius,NFlux,NArea,NLatitude,NLongitude,NpixelAvgRadius,R,LeadingPolarity,DayAfterChrist,FRACYEAR,PlotSize,BMRLatitude,BMRLongitude,BMRArea,BMRFlux,Flux_cut,Tilt_rel,Tilt_abs,HH_24n,AH_24n,HH_24s,AH_24s,Cycle24n,Cycle24s,Hale,AntiHale
480,2010,4,26,21,46,21.6,1,5.5e+20,2.17e+18,16.768,-45.28,0.60221,-2.18e+21,9.5e+18,18.022,-35.144,1.4386,9.7523,-1,734000.0,2010.3,34.161381705077446,17.395000000000003,-40.212,5.835e+18,2.73e+21,False,7.387002114583258,-172.61299788541675,True,False,False,False,True,False,True,False
486,2010,5,2,21,46,22.4,2,5.72e+21,2.4e+19,23.717,172.65,2.0377,-2.61e+21,1.08e+19,23.551,177.03,1.4408,4.0145,-1,734000.0,2010.3,58.9915248150105,23.634,174.84,1.74e+19,8.33e+21,True,-2.3689413357773934,177.63105866422262,True,False,False,False,True,False,True,False
487,2010,5,3,21,46,22.5,3,4.35e+20,1.02e+18,-26.456,-151.02,0.33435,-8.02e+20,2.92e+18,-26.468000000000004,-154.32,0.83701,2.9474,1,734000.0,2010.3,19.849433241279208,-26.462000000000003,-152.67000000000002,1.97e+18,1.237e+21,False,0.23273027191383,0.23273027191383,False,False,True,False,False,True,True,False
488,2010,5,4,21,46,22.6,4,1.51e+21,5.32e+18,17.785,-95.683,0.8025100000000001,-1e+21,5.21e+18,17.397000000000002,-93.79,0.7532,1.8456,-1,734000.0,2010.3,32.449961479175904,17.591,-94.7365,5.265e+18,2.51e+21,False,-12.134998172933011,167.865001827067,True,False,False,False,True,False,True,False
488,2010,5,4,21,46,22.6,5,3.05e+21,1.57e+19,-19.447,137.71,1.8529,-4.57e+21,1.82e+19,-19.593,132.39,1.4876,5.0134,1,734000.0,2010.3,58.22370651203855,-19.52,135.05,1.695e+19,7.62e+21,True,1.6678167453783963,1.6678167453783963,False,False,True,False,False,True,True,False
490,2010,5,6,21,46,22.9,6,4.24e+21,1.41e+19,41.024,-137.89,2.2513,-2.66e+21,9.04e+18,40.489,-129.8,1.1803,6.148,-1,734000.0,2010.3,48.10405388322277,40.7565,-133.845,1.157e+19,6.9e+21,True,-4.989427557083241,175.01057244291678,True,False,False,False,True,False,True,False
507,2010,5,23,21,46,24.7,7,3.42e+21,7.87e+18,-14.8,-40.872,1.0133,-3.05e+21,1.13e+19,-15.627,-44.903,1.2943,3.9761,1,734000.0,2010.4,43.78355855797927,-15.2135,-42.8875,9.585e+18,6.47e+21,True,12.002985823304574,12.002985823304574,False,False,True,False,False,True,True,False
512,2010,5,28,21,46,25.1,8,2.15e+21,8.79e+18,11.483,-167.32,1.0169,-1.26e+21,4.9e+18,12.368,-164.15,0.7992600000000001,3.2229,-1,734000.0,2010.4,37.0,11.9255,-165.735,6.845e+18,3.41e+21,True,15.925473817199745,-164.07452618280024,True,False,False,False,True,False,True,False
518,2010,6,3,21,46,25.6,9,4.67e+21,1.41e+19,-19.509,-160.5,1.3781,-3.86e+21,8.7e+18,-19.587,-164.92,1.031,4.1678,1,734000.0,2010.4,47.74934554525328,-19.548,-162.70999999999998,1.14e+19,8.53e+21,True,1.072819521829061,1.072819521829061,False,False,True,False,False,True,True,False
524,2010,6,9,21,46,26.0,11,5.62e+21,1.07e+19,-21.089,140.11,1.1842,-9.33e+21,2.86e+19,-20.781,144.32,2.1661,3.94,-1,734000.0,2010.4,62.68971207462992,-20.935,142.215,1.965e+19,1.4949999999999998e+22,True,4.478832746597925,-175.52116725340207,False,False,False,True,False,True,False,True
526,2010,6,11,21,46,26.1,12,3.71e+21,1.26e+19,-22.904,111.54,1.3365,-2.56e+21,7.87e+18,-23.79,108.02,1.2188,3.3445,1,734000.0,2010.4,45.24378410345447,-23.347,109.78,1.0235e+19,6.27e+21,True,15.331051605352467,15.331051605352467,False,False,True,False,False,True,True,False
527,2010,6,12,21,46,26.2,14,2.32e+21,8.86e+18,24.547,97.087,1.2184,-6.11e+21,1.85e+19,22.514,103.9,1.7048,6.5644,-1,734000.0,2010.4,52.30678732248808,23.5305,100.4935,1.368e+19,8.43e+21,True,-18.028158789961594,161.9718412100384,True,False,False,False,True,False,True,False
532,2010,6,17,21,46,26.4,15,2.37e+21,8.55e+18,30.304,-58.816,1.0752,-1.88e+21,7.25e+18,27.28,-54.941,1.0748,4.5468,-1,734000.0,2010.5,39.74921382870358,28.792,-56.8785,7.9e+18,4.25e+21,True,-41.68419303515012,138.3158069648499,True,False,False,False,True,False,True,False
533,2010,6,18,21,46,26.5,16,5.12e+20,1.21e+18,20.227,-27.499,0.3862,-8.62e+20,3.31e+18,20.264,-25.192,0.87282,2.1646,-1,734000.0,2010.5,21.2602916254693,20.2455,-26.3455,2.26e+18,1.374e+21,False,0.9793331715641422,-179.02066682843585,True,False,False,False,True,False,True,False
535,2010,6,20,21,46,26.5,18,8.54e+20,1.95e+18,27.156,-54.121,0.51551,-1.09e+21,4.43e+18,27.567,-56.269,0.76318,1.9513,1,734000.0,2010.5,25.25866188063018,27.3615,-55.195,3.19e+18,1.944e+21,False,-12.15817513013304,-12.15817513013304,False,True,False,False,True,False,False,True
538,2010,6,23,21,46,26.6,20,1.01e+21,3.27e+18,27.355,-54.757,0.71804,-1.24e+21,5.03e+18,24.948,-50.256,0.8563,4.7022,-1,734000.0,2010.5,28.809720581775867,26.1515,-52.5065,4.15e+18,2.25e+21,False,-30.78465037099597,149.21534962900404,True,False,False,False,True,False,True,False
540,2010,6,25,21,46,26.6,21,6.52e+20,2.7e+18,-21.886,-158.01,0.6818,-3.36e+20,1.07e+18,-22.231,-159.9,0.40897,1.7795,1,734000.0,2010.5,19.4164878389476,-22.0585,-158.95499999999998,1.885e+18,9.88e+20,False,11.142175223378915,11.142175223378915,False,False,True,False,False,True,True,False
542,2010,6,27,21,46,26.7,22,2.28e+21,8.88e+18,-19.563,145.58,1.1516,-4.02e+21,5.5e+18,-19.419,146.9,0.79683,1.2526,-1,734000.0,2010.5,37.92097045171708,-19.491,146.24,7.19e+18,6.3e+21,True,6.601049684588931,-173.39895031541107,False,False,False,True,False,True,False,True
550,2010,7,5,21,46,26.8,23,1.22e+21,3.74e+18,18.025,150.45,0.68132,-1.67e+21,6.72e+18,18.007,152.67,0.8869600000000001,2.1121,-1,734000.0,2010.5,32.34192325759246,18.016,151.56,5.23e+18,2.89e+21,False,-0.4885001916650014,179.511499808335,True,False,False,False,True,False,True,False
551,2010,7,6,21,46,26.8,25,1.86e+21,6.46e+18,-19.318,145.55,0.88146,-4.67e+21,7.31e+18,-18.978,144.2,0.90975,1.3195,1,734000.0,2010.5,37.10795063055895,-19.148,144.875,6.885e+18,6.53e+21,True,-14.927944038762355,-14.927944038762355,False,False,True,False,False,True,True,False
555,2010,7,10,21,46,26.7,28,1.35e+22,3.43e+19,21.828000000000003,-28.784,2.5618,-2.76e+21,5.11e+18,21.782,-27.15,0.7934399999999999,1.5173,-1,734000.0,2010.5,62.777384462878025,21.805,-27.967,1.9705e+19,1.626e+22,True,-1.7367417878385074,178.2632582121615,True,False,False,False,True,False,True,False
556,2010,7,11,21,46,26.7,29,4.76e+21,1.6e+19,19.862,-24.799,1.4669,-6.93e+21,3.21e+19,17.054000000000002,-17.71,2.8024,7.2853,-1,734000.0,2010.5,69.35416353759881,18.458,-21.2545,2.405e+19,1.169e+22,True,-22.66488340991336,157.33511659008664,True,False,False,False,True,False,True,False
565,2010,7,20,21,46,26.5,30,8.79e+21,2.92e+19,-23.676,-156.42,2.3752,-1.87e+22,3.61e+19,-23.108,-159.98,2.3101,3.3179,1,734000.0,2010.6,80.8084154033477,-23.392,-158.2,3.265e+19,2.7490000000000004e+22,True,-9.861651321195804,-9.861651321195804,False,False,True,False,False,True,True,False
575,2010,7,30,21,46,26.0,32,6.11e+21,2.55e+19,18.72,73.038,2.5894,-7.72e+21,1.35e+19,12.821,81.85,1.2826,10.326,-1,734000.0,2010.6,62.44997998398399,15.770499999999998,77.44399999999999,1.95e+19,1.383e+22,True,-34.82294764915222,145.1770523508478,True,False,False,False,True,False,True,False
581,2010,8,5,21,46,25.6,34,1.3e+21,6.24e+18,-15.715,7.5759,1.3798,-1.73e+21,7.59e+18,-18.044,1.6044,1.2824,6.1699,1,734000.0,2010.6,37.1887079635741,-16.8795,4.59015,6.915e+18,3.03e+21,True,22.17476531651792,22.17476531651792,False,False,True,False,False,True,True,False
581,2010,8,5,21,46,25.6,36,1.49e+21,4.95e+18,25.732,104.62,0.80477,-3.22e+21,1.08e+19,23.915,108.52,1.2478,3.9742,-1,734000.0,2010.6,39.68626966596886,24.8235,106.57,7.875e+18,4.71e+21,True,-27.17260887357573,152.82739112642426,True,False,False,False,True,False,True,False
581,2010,8,5,21,46,25.6,41,2.82e+21,1.16e+19,12.755,-10.425,1.6451,-4.96e+21,8.53e+18,10.367,-5.2545,1.0487,5.5994,-1,734000.0,2010.6,44.86646854834911,11.561,-7.83975,1.0065e+19,7.78e+21,True,-25.239893221561555,154.76010677843843,True,False,False,False,True,False,True,False
591,2010,8,15,21,46,24.7,43,3.1e+21,1.47e+19,31.457,-89.584,2.3632,-4.16e+21,1.63e+19,27.498,-75.691,1.7571,12.715,-1,734000.0,2010.6,55.67764362830022,29.4775,-82.6375,1.55e+19,7.26e+21,True,-18.12523115811881,161.8747688418812,True,False,False,False,True,False,True,False
587,2010,8,11,21,46,25.1,44,2.97e+21,1.12e+19,22.399,12.901,1.3236,-2.35e+21,1.04e+19,20.711,17.197,1.382,4.3379,-1,734000.0,2010.6,46.475800154489,21.555,15.049,1.08e+19,5.32e+21,True,-22.902544523267256,157.09745547673273,True,False,False,False,True,False,True,False
587,2010,8,11,21,46,25.1,45,1.28e+21,4.08e+18,14.097,-59.3,0.92816,-1.36e+21,3.61e+18,14.094,-56.879,0.8209299999999999,2.3486,-1,734000.0,2010.6,27.73084924772409,14.0955,-58.0895,3.845e+18,2.64e+21,False,-0.0732024921593573,179.92679750784066,True,False,False,False,True,False,True,False
593,2010,8,17,21,46,24.5,47,2.41e+21,1.11e+19,-24.295,-153.34,3.1285,-5.19e+21,2.61e+19,-22.922,-162.75,2.4788,8.7234,1,734000.0,2010.6,60.99180272790763,-23.6085,-158.04500000000002,1.86e+19,7.6e+21,True,-9.047598518582069,-9.047598518582069,False,False,True,False,False,True,True,False
601,2010,8,25,21,46,23.7,48,1.62e+21,5.47e+18,12.036,82.12100000000001,0.82376,-5.08e+21,9.08e+18,12.349,83.50299999999999,1.0704,1.3863,-1,734000.0,2010.6,38.1444622455213,12.1925,82.812,7.275e+18,6.7e+21,True,13.045778104458192,-166.95422189554182,True,False,False,False,True,False,True,False
608,2010,9,1,21,46,22.9,49,2.81e+21,6.97e+18,27.24,100.53,1.2204,-3.7e+21,1.76e+19,25.547,105.17,1.7697,4.4836,-1,734000.0,2010.7,49.56813492557493,26.3935,102.85,1.2285e+19,6.51e+21,True,-22.16253504426604,157.837464955734,True,False,False,False,True,False,True,False
610,2010,9,3,21,46,22.7,51,1.17e+21,3.8e+18,26.316,84.01299999999999,0.77966,-2.21e+21,8.16e+18,25.879,86.13600000000001,1.062,1.9558,-1,734000.0,2010.7,34.583232931581165,26.0975,85.0745,5.98e+18,3.38e+21,True,-12.909736726609951,167.09026327339006,True,False,False,False,True,False,True,False
613,2010,9,6,21,46,22.3,53,5.3e+21,2.09e+19,19.543,46.958,1.5815,-8.74e+21,2.29e+19,19.306,52.626000000000005,1.7435,5.3505,-1,734000.0,2010.7,66.18156843109719,19.4245,49.792,2.19e+19,1.404e+22,True,-2.538680328147165,177.46131967185283,True,False,False,False,True,False,True,False
619,2010,9,12,21,46,21.6,54,8.66e+21,2.73e+19,-20.481,-144.62,2.1787,-1.5e+22,5.53e+19,-18.973,-155.54,2.5791,10.389,1,734000.0,2010.7,90.88454214001412,-19.727,-150.07999999999998,4.13e+19,2.366e+22,True,-8.346048904924967,-8.346048904924967,False,False,True,False,False,True,True,False
627,2010,9,20,21,46,20.5,56,8.11e+21,3.38e+19,-21.3,-145.87,2.4608,-8.63e+21,3.59e+19,-19.261,-158.54,2.6839,12.058,1,734000.0,2010.7,83.48652585896721,-20.2805,-152.20499999999998,3.485e+19,1.674e+22,True,-9.735300785558772,-9.735300785558772,False,False,True,False,False,True,True,False
639,2010,10,2,21,46,18.8,60,6.45e+21,2.84e+19,23.291,61.833,2.361,-1.48e+22,3.07e+19,20.932,67.389,1.985,5.6618,-1,734000.0,2010.8,76.87652437513029,22.1115,64.61099999999999,2.955e+19,2.125e+22,True,-24.62160711473407,155.37839288526592,True,False,False,False,True,False,True,False
635,2010,9,28,21,46,19.3,62,1.17e+21,3.21e+18,20.611,84.325,0.8495799999999999,-3.6e+21,1.35e+19,18.739,85.97200000000001,1.7,2.431,-1,734000.0,2010.7,40.8778668719394,19.675,85.14850000000001,8.355e+18,4.77e+21,True,-50.360210263033785,129.6397897369662,True,False,False,False,True,False,True,False
639,2010,10,2,21,46,18.8,63,2.05e+21,8.29e+18,24.295,-20.616,1.3634,-1.16e+21,3.72e+18,23.265,-17.545,0.72953,2.9926,-1,734000.0,2010.8,34.655446902326915,23.78,-19.0805,6.005e+18,3.21e+21,True,-20.128509774553585,159.87149022544642,True,False,False,False,True,False,True,False
655,2010,10,18,21,46,16.5,64,9.23e+21,3.04e+19,-21.253,-147.14,2.5514,-4.02e+21,1.57e+19,-17.907,-156.95,2.2757,9.826,1,734000.0,2010.8,67.89698078707183,-19.58,-152.045,2.305e+19,1.325e+22,True,-19.900974566649307,-19.900974566649307,False,False,True,False,False,True,True,False
651,2010,10,14,21,46,17.1,65,4.31e+20,1.9e+18,-20.904,-112.79,0.4922899999999999,-4.97e+20,1.96e+18,-21.002,-114.45,0.50489,1.5583,1,734000.0,2010.8,19.646882704388503,-20.953,-113.62,1.93e+18,9.28e+20,False,3.617218730542507,3.617218730542507,False,False,True,False,False,True,True,False
653,2010,10,16,21,46,16.8,71,6.7e+21,9.97e+18,-28.878,127.98,1.0559,-2.73e+21,8.18e+18,-29.31,126.18,1.0053,1.629,1,734000.0,2010.8,42.60281680828159,-29.094,127.08,9.075e+18,9.43e+21,True,15.357878676258055,15.357878676258055,False,False,True,False,False,True,True,False
651,2010,10,14,21,46,17.1,80,6.95e+21,2.78e+19,17.734,139.17,2.0818,-4.9e+21,5.63e+18,16.422,141.31,0.78746,2.4287,-1,734000.0,2010.8,57.81868210189506,17.078000000000003,140.24,1.6715e+19,1.1850000000000002e+22,True,-32.674672854379004,147.325327145621,True,False,False,False,True,False,True,False
661,2010,10,24,21,46,15.7,81,6.26e+20,1.94e+18,22.789,94.011,0.49265,-9.18e+20,2.87e+18,22.477,97.112,0.6935,2.8786,-1,734000.0,2010.8,21.93171219946131,22.633,95.5615,2.405e+18,1.544e+21,False,-6.221106977552123,173.77889302244787,True,False,False,False,True,False,True,False
667,2010,10,30,21,46,14.9,82,8.66e+21,2.71e+19,20.144,57.418,2.0471,-2.76e+22,3e+19,20.585,62.264,1.9791,4.5641,-1,734000.0,2010.8,75.56454194925024,20.3645,59.841,2.855e+19,3.626e+22,True,5.54432962817021,-174.4556703718298,True,False,False,False,True,False,True,False
668,2010,10,31,21,46,14.8,84,6.64e+21,2.01e+19,40.004,-79.456,1.578,-2.35e+21,5.67e+18,36.648,-70.748,0.8155600000000001,7.6061,-1,734000.0,2010.8,50.76416058598823,38.326,-75.102,1.2885e+19,8.99e+21,True,-26.16314069357394,153.83685930642605,True,False,False,False,True,False,True,False
674,2010,11,6,21,46,14.0,88,6.76e+21,2.61e+19,-20.54,-147.93,4.0015,-1.36e+22,5.02e+19,-19.796,-154.97,3.4694,6.6514,1,734000.0,2010.8,87.34987120768982,-20.168,-151.45,3.815e+19,2.036e+22,True,-6.42358906191794,-6.42358906191794,False,False,True,False,False,True,True,False
675,2010,11,7,21,46,13.9,89,8.72e+20,2.37e+18,13.681,-98.337,0.6318600000000001,-7.16e+20,2.19e+18,13.023,-93.014,0.6078100000000001,5.2207,-1,734000.0,2010.9,21.354156504062622,13.352,-95.6755,2.28e+18,1.588e+21,False,-7.2405612738070175,172.75943872619297,True,False,False,False,True,False,True,False
685,2010,11,17,21,46,12.8,90,6.45e+21,1.72e+19,14.885,168.48,1.7307,-1.18e+22,2.54e+19,12.755,176.23,1.9326,7.8219,-1,734000.0,2010.9,65.26867548832288,13.82,172.355,2.13e+19,1.825e+22,True,-15.803222324382231,164.19677767561777,True,False,False,False,True,False,True,False
625,2010,9,18,21,46,20.7,91,1.33e+22,2.12e+19,-29.405,144.76,1.5727,-1.52e+22,6.61e+19,-31.027,134.47,3.8075,9.0369,1,734000.0,2010.7,93.43446901438462,-30.216,139.615,4.365e+19,2.85e+22,True,10.337796812535224,10.337796812535224,False,False,True,False,False,True,True,False
678,2010,11,10,21,46,13.6,96,1.75e+21,5.11e+18,-22.094,-167.78,1.6583,-3.21e+21,8.77e+18,-21.658,-169.87,1.3217,1.9829,1,734000.0,2010.9,37.25587202039432,-21.876,-168.825,6.94e+18,4.96e+21,True,-12.669461141977925,-12.669461141977925,False,False,True,False,False,True,True,False
681,2010,11,13,21,46,13.2,98,1.03e+21,3.76e+18,18.978,157.33,0.80135,-5.04e+20,9.82e+17,18.494,160.53,0.3195,3.0689,-1,734000.0,2010.9,21.77613372479146,18.736,158.93,2.371e+18,1.534e+21,False,-9.074266870037905,170.9257331299621,True,False,False,False,True,False,True,False
684,2010,11,16,21,46,12.9,101,5.06e+21,1.74e+19,-31.388,106.55,1.7656,-2.03e+21,4.79e+18,-30.867,111.53,0.74927,4.2951,-1,734000.0,2010.9,47.10626285325551,-31.1275,109.04,1.1095e+19,7.09e+21,True,6.967855856043816,-173.03214414395617,False,False,False,True,False,True,False,True
685,2010,11,17,21,46,12.8,107,4.66e+21,2.11e+19,22.66,56.029,1.6256,-5.81e+21,1.63e+19,24.087,58.654,1.6199,2.8005,-1,734000.0,2010.9,61.155539405682624,23.3735,57.3415,1.87e+19,1.0469999999999998e+22,True,30.63475844300668,-149.36524155699334,True,False,False,False,True,False,True,False
693,2010,11,25,21,46,12.0,111,1.52e+21,6.77e+18,-14.212,-49.642,1.1013,-2.73e+21,1.27e+19,-15.49,-53.185,1.2875,3.655,1,734000.0,2010.9,44.12482294582042,-14.851,-51.4135,9.735e+18,4.25e+21,True,20.46441784158265,20.46441784158265,False,False,True,False,False,True,True,False
695,2010,11,27,21,46,11.8,112,2.55e+21,9.01e+18,-25.234,46.17,1.0502,-9.99e+20,1.91e+18,-25.656,43.753,0.48115,2.2229,1,734000.0,2010.9,33.045423283716616,-25.445,44.9615,5.46e+18,3.549e+21,True,10.943223304970086,10.943223304970086,False,False,True,False,False,True,True,False
698,2010,11,30,21,46,11.6,114,5.63e+21,1.47e+19,13.022,-32.753,1.6892,-6.6e+21,1.72e+19,13.339,-28.328000000000003,1.8578,4.3197,-1,734000.0,2010.9,56.48008498577176,13.1805,-30.5405,1.595e+19,1.223e+22,True,4.208050739775195,-175.79194926022484,True,False,False,False,True,False,True,False
701,2010,12,3,21,46,11.3,115,1.37e+22,4.04e+19,31.604,-151.65,2.5407,-1.42e+22,2.11e+19,30.502,-148.42,1.5926,2.9771,-1,734000.0,2010.9,78.4219357067906,31.053,-150.035,3.075e+19,2.79e+22,True,-21.71488942709628,158.28511057290373,True,False,False,False,True,False,True,False
707,2010,12,9,21,46,10.9,116,1.09e+21,3.21e+18,11.166,-108.95,0.6853600000000001,-2.77e+21,9.45e+18,10.508,-106.86,1.1302,2.1585,-1,734000.0,2010.9,35.58089374931439,10.837,-107.905,6.33e+18,3.86e+21,True,-17.773210877027932,162.2267891229721,True,False,False,False,True,False,True,False
703,2010,12,5,21,46,11.2,117,5.82e+21,2.9e+19,15.292,-4.159999999999997,2.8185,-5.91e+21,9.45e+18,13.746,0.3400000000000034,1.1318,4.621,-1,734000.0,2010.9,62.00806399170999,14.518999999999998,-1.9099999999999968,1.9225e+19,1.173e+22,True,-19.53921896073152,160.4607810392685,True,False,False,False,True,False,True,False
711,2010,12,13,21,46,10.7,120,6.69e+20,3.06e+18,18.178,164.5,0.68939,-5.61e+20,2.01e+18,19.122,167.0,0.54788,2.552,-1,734000.0,2011.0,22.516660498395407,18.65,165.75,2.535e+18,1.23e+21,False,21.728604812968584,-158.27139518703143,True,False,False,False,True,False,True,False
711,2010,12,13,21,46,10.7,122,4.18e+21,1.89e+19,20.649,71.872,1.9795,-2.58e+21,1.32e+19,20.882,78.8,1.4673,6.4819,-1,734000.0,2011.0,56.65686189686118,20.7655,75.336,1.605e+19,6.76e+21,True,2.059935475455412,-177.94006452454457,True,False,False,False,True,False,True,False
723,2010,12,25,21,46,10.2,124,8.95e+20,3.18e+18,17.522000000000002,-51.397,0.67304,-7.54e+20,2.2e+18,17.320999999999998,-48.342,0.53927,2.9219,-1,735000.0,2011.0,23.194827009486403,17.4215,-49.8695,2.69e+18,1.649e+21,False,-3.944698917970496,176.0553010820295,True,False,False,False,True,False,True,False
723,2010,12,25,21,46,10.2,125,1.94e+21,6.79e+18,-21.896,31.791,0.96209,-9.76e+20,3.04e+18,-21.672,29.784,0.70172,1.8777,1,735000.0,2011.0,31.352830813181768,-21.784,30.7875,4.915e+18,2.916e+21,False,-6.853638381586575,-6.853638381586575,False,False,True,False,False,True,True,False
725,2010,12,27,21,46,10.2,126,1.17e+21,3.15e+18,13.151,-42.512,0.61055,-1.41e+21,3.57e+18,12.194,-38.998000000000005,0.80925,3.5596,-1,735000.0,2011.0,25.92296279363144,12.6725,-40.755,3.36e+18,2.58e+21,False,-15.596493968913824,164.40350603108618,True,False,False,False,True,False,True,False
730,2011,1,1,21,46,10.1,127,2.7e+21,8.83e+18,34.376999999999995,-95.611,1.2777,-2.31e+21,5.86e+18,33.34,-90.117,0.93135,4.6776,-1,735000.0,2011.0,38.3275357934736,33.8585,-92.864,7.345e+18,5.01e+21,True,-12.80560740567298,167.19439259432704,True,False,False,False,True,False,True,False
732,2011,1,3,21,46,10.1,128,3.52e+21,1.04e+19,-14.249,-149.68,1.2443,-4.38e+21,1.24e+19,-13.948,-154.0,1.3533,4.2028,1,735000.0,2011.0,47.74934554525328,-14.0985,-151.84,1.14e+19,7.9e+21,True,-4.109061453711277,-4.109061453711277,False,False,True,False,False,True,True,False
730,2011,1,1,21,46,10.1,129,4.05e+21,1.58e+19,33.05,-170.52,1.9711,-8.74e+21,1.98e+19,31.112,-168.41,1.8061,2.6368,-1,735000.0,2011.0,59.6657355607052,32.081,-169.465,1.78e+19,1.279e+22,True,-47.30855910628608,132.69144089371392,True,False,False,False,True,False,True,False
738,2011,1,9,21,46,10.1,133,1.08e+21,3.92e+18,15.855,96.41,0.6944,-9.36e+20,3.97e+18,15.967,99.488,0.85625,2.962,-1,735000.0,2011.0,28.08914381037628,15.911,97.949,3.945e+18,2.016e+21,False,2.16685778093922,-177.8331422190608,True,False,False,False,True,False,True,False
740,2011,1,11,21,46,10.2,134,5.99e+20,2.05e+18,21.828000000000003,76.995,0.53155,-8.73e+20,2.32e+18,23.494,77.572,0.58867,1.7493,-1,735000.0,2011.0,20.90454496036687,22.661,77.2835,2.185e+18,1.472e+21,False,72.27604788250811,-107.7239521174919,True,False,False,False,True,False,True,False
746,2011,1,17,21,46,10.3,136,9.05e+21,2.9e+19,25.843000000000004,-22.063,1.9757,-6e+21,1.42e+19,23.545,-14.23,2.4171,7.4767,-1,735000.0,2011.0,65.72670690061993,24.694000000000003,-18.146500000000003,2.16e+19,1.505e+22,True,-17.895426208839147,162.10457379116085,True,False,False,False,True,False,True,False
748,2011,1,19,21,46,10.4,137,1.35e+21,7.33e+18,-27.54,65.083,1.5665,-1.01e+21,3.28e+18,-28.488000000000003,61.101000000000006,0.64668,3.6405,1,735000.0,2011.1,32.57299494980467,-28.014000000000003,63.092,5.305e+18,2.36e+21,False,15.091816782659937,15.091816782659937,False,False,True,False,False,True,True,False
751,2011,1,22,21,46,10.5,142,1.12e+21,2.45e+18,16.882,-15.696,0.5977899999999999,-4.46e+21,1.06e+19,15.422,-14.082,1.6813,2.1294,-1,735000.0,2011.1,36.12478373637688,16.152,-14.889,6.525e+18,5.58e+21,True,-43.28198468565444,136.71801531434556,True,False,False,False,True,False,True,False
754,2011,1,25,21,46,10.7,143,2.62e+21,8.77e+18,19.08,-19.044,1.2602,-8.66e+21,1.92e+19,15.76,-13.22,1.8255,6.4724,-1,735000.0,2011.1,52.886671288709415,17.419999999999998,-16.132,1.3985e+19,1.128e+22,True,-30.856491968356423,149.1435080316436,True,False,False,False,True,False,True,False
759,2011,1,30,21,46,11.0,146,3.11e+21,1.06e+19,-19.843,-175.03,1.3682,-4.69e+21,1.51e+19,-21.465,-179.27,1.3818,4.2851,1,735000.0,2011.1,50.69516742254631,-20.654,-177.15,1.285e+19,7.8e+21,True,22.23588553362643,22.23588553362643,False,False,True,False,False,True,True,False
764,2011,2,4,21,46,11.3,148,5.03e+20,1.67e+18,-18.279,157.58,0.55562,-1.1e+21,3.39e+18,-19.498,155.24,0.8264600000000001,2.5259,1,735000.0,2011.1,22.494443758403985,-18.8885,156.41000000000005,2.53e+18,1.603e+21,False,28.83670586426283,28.83670586426283,False,False,True,False,False,True,True,False
767,2011,2,7,21,46,11.6,149,2.45e+21,8.12e+18,15.188,170.89,1.23,-6.14e+21,2.17e+19,15.237,175.62,1.8252,4.5677,-1,735000.0,2011.1,54.60769176590419,15.2125,173.255,1.491e+19,8.59e+21,True,0.6150804240002913,-179.38491957599973,True,False,False,False,True,False,True,False
770,2011,2,10,21,46,11.8,151,1.86e+21,5.78e+18,-20.191,69.862,0.99798,-1.77e+21,6.88e+18,-20.509,63.84,1.1292,5.6541,1,735000.0,2011.1,35.58089374931439,-20.35,66.851,6.33e+18,3.63e+21,True,3.2235869477021497,3.2235869477021497,False,False,True,False,False,True,True,False
775,2011,2,15,21,46,12.3,152,4.36e+21,1.53e+19,20.322,62.588,1.7002,-3.92e+21,1.82e+19,19.133,68.656,1.6098,5.8334,-1,735000.0,2011.1,57.87918451395113,19.7275,65.622,1.675e+19,8.28e+21,True,-11.758953576980865,168.24104642301916,True,False,False,False,True,False,True,False
771,2011,2,11,21,46,11.9,153,1.39e+21,6.51e+18,19.665,31.236,1.2898,-1.1e+21,3.8e+18,19.295,34.441,0.7608699999999999,3.0437,-1,735000.0,2011.1,32.109188716004645,19.48,32.8385,5.155e+18,2.49e+21,False,-6.981348904380113,173.0186510956199,True,False,False,False,True,False,True,False
773,2011,2,13,21,46,12.1,156,7.25e+20,3.69e+18,23.922,-20.099,0.6998,-2.84e+21,1.47e+19,21.874,-11.181,1.958,8.4647,-1,735000.0,2011.1,42.883563284783136,22.898,-15.64,9.195e+18,3.565e+21,True,-13.998079274865008,166.00192072513502,True,False,False,False,True,False,True,False
777,2011,2,17,21,46,12.5,159,1.33e+22,2.49e+19,-18.385,38.09,1.8376,-4.09e+21,8.2e+18,-19.377,33.611999999999995,1.1245,4.3516,1,735000.0,2011.1,57.5325994545701,-18.881,35.851,1.655e+19,1.7389999999999998e+22,True,13.17703742546059,13.17703742546059,False,False,True,False,False,True,True,False
774,2011,2,14,21,46,12.2,160,5.45e+21,1.21e+19,-20.361,35.498000000000005,1.3211,-6.51e+21,1.4e+19,-22.065,30.95,1.3068,4.5694,1,735000.0,2011.1,51.08815909777921,-21.213,33.224000000000004,1.305e+19,1.196e+22,True,21.895312729319627,21.895312729319627,False,False,True,False,False,True,True,False
